Unit Serial No : 240-IM0P2424-EU
Integration Time : 180 ms
Time Average: 3
Binning Average: 0
FFT Smoothing: 0%
Project Name : RPS900-R 
Sample Name :  SM240-IMOP2424-EU
Measurement No : 1
Measurement Time : 03/24/2016   18:29:55

Wavelength(nm)	Wavenumber(1/cm)	Absolute Irradiance(uW/cm^2/nm)
384.0000      	26041.6667    	0.00288       
385.0000      	25974.0260    	0.00185       
386.0000      	25906.7358    	0.00023       
387.0000      	25839.7933    	0.00032       
388.0000      	25773.1959    	0.00113       
389.0000      	25706.9409    	0.00185       
390.0000      	25641.0256    	0.00241       
391.0000      	25575.4476    	0.00094       
392.0000      	25510.2041    	-0.00104      
393.0000      	25445.2926    	0.00027       
394.0000      	25380.7107    	0.00057       
395.0000      	25316.4557    	0.00157       
396.0000      	25252.5253    	0.00024       
397.0000      	25188.9169    	-0.00008      
398.0000      	25125.6281    	0.00115       
399.0000      	25062.6566    	-0.00125      
400.0000      	25000.0000    	0.00042       
401.0000      	24937.6559    	0.00289       
402.0000      	24875.6219    	0.00207       
403.0000      	24813.8958    	-0.00027      
404.0000      	24752.4752    	-0.00015      
405.0000      	24691.3580    	0.00123       
406.0000      	24630.5419    	0.00239       
407.0000      	24570.0246    	-0.00024      
408.0000      	24509.8039    	-0.00125      
409.0000      	24449.8778    	-0.00075      
410.0000      	24390.2439    	0.00002       
411.0000      	24330.9002    	0.00094       
412.0000      	24271.8447    	0.00135       
413.0000      	24213.0751    	0.00126       
414.0000      	24154.5894    	0.00004       
415.0000      	24096.3855    	-0.00052      
416.0000      	24038.4615    	0.00001       
417.0000      	23980.8153    	0.00324       
418.0000      	23923.4450    	0.00046       
419.0000      	23866.3484    	-0.00033      
420.0000      	23809.5238    	-0.00039      
421.0000      	23752.9691    	-0.00261      
422.0000      	23696.6825    	-0.00102      
423.0000      	23640.6619    	0.00048       
424.0000      	23584.9057    	0.00282       
425.0000      	23529.4118    	0.00188       
426.0000      	23474.1784    	-0.00008      
427.0000      	23419.2037    	0.00075       
428.0000      	23364.4860    	0.00083       
429.0000      	23310.0233    	0.00291       
430.0000      	23255.8140    	0.00171       
431.0000      	23201.8561    	0.00090       
432.0000      	23148.1481    	0.00057       
433.0000      	23094.6882    	0.00222       
434.0000      	23041.4747    	0.00222       
435.0000      	22988.5057    	0.00108       
436.0000      	22935.7798    	0.00298       
437.0000      	22883.2952    	0.00001       
438.0000      	22831.0502    	0.00068       
439.0000      	22779.0433    	0.00152       
440.0000      	22727.2727    	0.00218       
441.0000      	22675.7370    	0.00229       
442.0000      	22624.4344    	0.00091       
443.0000      	22573.3634    	0.00188       
444.0000      	22522.5225    	0.00122       
445.0000      	22471.9101    	0.00047       
446.0000      	22421.5247    	0.00113       
447.0000      	22371.3647    	0.00125       
448.0000      	22321.4286    	0.00115       
449.0000      	22271.7149    	0.00106       
450.0000      	22222.2222    	0.00251       
451.0000      	22172.9490    	0.00283       
452.0000      	22123.8938    	0.00273       
453.0000      	22075.0552    	0.00207       
454.0000      	22026.4317    	0.00142       
455.0000      	21978.0220    	0.00039       
456.0000      	21929.8246    	0.00259       
457.0000      	21881.8381    	0.00107       
458.0000      	21834.0611    	0.00145       
459.0000      	21786.4924    	0.00229       
460.0000      	21739.1304    	0.00335       
461.0000      	21691.9740    	0.00186       
462.0000      	21645.0216    	0.00144       
463.0000      	21598.2721    	0.00275       
464.0000      	21551.7241    	0.00099       
465.0000      	21505.3763    	0.00126       
466.0000      	21459.2275    	0.00029       
467.0000      	21413.2762    	0.00252       
468.0000      	21367.5214    	0.00243       
469.0000      	21321.9616    	0.00227       
470.0000      	21276.5957    	0.00281       
471.0000      	21231.4225    	0.00198       
472.0000      	21186.4407    	0.00124       
473.0000      	21141.6490    	0.00250       
474.0000      	21097.0464    	0.00317       
475.0000      	21052.6316    	0.00316       
476.0000      	21008.4034    	0.00204       
477.0000      	20964.3606    	0.00167       
478.0000      	20920.5021    	0.00250       
479.0000      	20876.8267    	0.00228       
480.0000      	20833.3333    	0.00346       
481.0000      	20790.0208    	0.00379       
482.0000      	20746.8880    	0.00466       
483.0000      	20703.9337    	0.00351       
484.0000      	20661.1570    	0.00441       
485.0000      	20618.5567    	0.00466       
486.0000      	20576.1317    	0.00609       
487.0000      	20533.8809    	0.00577       
488.0000      	20491.8033    	0.00748       
489.0000      	20449.8978    	0.00869       
490.0000      	20408.1633    	0.00981       
491.0000      	20366.5988    	0.01164       
492.0000      	20325.2033    	0.01200       
493.0000      	20283.9757    	0.01333       
494.0000      	20242.9150    	0.01657       
495.0000      	20202.0202    	0.01969       
496.0000      	20161.2903    	0.02280       
497.0000      	20120.7243    	0.02772       
498.0000      	20080.3213    	0.03203       
499.0000      	20040.0802    	0.03536       
500.0000      	20000.0000    	0.04158       
501.0000      	19960.0798    	0.04993       
502.0000      	19920.3187    	0.05875       
503.0000      	19880.7157    	0.06878       
504.0000      	19841.2698    	0.08205       
505.0000      	19801.9802    	0.09663       
506.0000      	19762.8458    	0.10481       
507.0000      	19723.8659    	0.12392       
508.0000      	19685.0394    	0.14676       
509.0000      	19646.3654    	0.17135       
510.0000      	19607.8431    	0.19930       
511.0000      	19569.4716    	0.23389       
512.0000      	19531.2500    	0.27072       
513.0000      	19493.1774    	0.29247       
514.0000      	19455.2529    	0.33192       
515.0000      	19417.4757    	0.37738       
516.0000      	19379.8450    	0.42353       
517.0000      	19342.3598    	0.47058       
518.0000      	19305.0193    	0.51913       
519.0000      	19267.8227    	0.54226       
520.0000      	19230.7692    	0.58402       
521.0000      	19193.8580    	0.62093       
522.0000      	19157.0881    	0.65601       
523.0000      	19120.4589    	0.66540       
524.0000      	19083.9695    	0.67039       
525.0000      	19047.6190    	0.67324       
526.0000      	19011.4068    	0.67481       
527.0000      	18975.3321    	0.67835       
528.0000      	18939.3939    	0.68093       
529.0000      	18903.5917    	0.68052       
530.0000      	18867.9245    	0.66432       
531.0000      	18832.3917    	0.63726       
532.0000      	18796.9925    	0.60869       
533.0000      	18761.7261    	0.59306       
534.0000      	18726.5918    	0.55946       
535.0000      	18691.5888    	0.52784       
536.0000      	18656.7164    	0.49713       
537.0000      	18621.9739    	0.46795       
538.0000      	18587.3606    	0.44113       
539.0000      	18552.8757    	0.42860       
540.0000      	18518.5185    	0.40538       
541.0000      	18484.2884    	0.38354       
542.0000      	18450.1845    	0.36269       
543.0000      	18416.2063    	0.34668       
544.0000      	18382.3529    	0.32951       
545.0000      	18348.6239    	0.32309       
546.0000      	18315.0183    	0.30823       
547.0000      	18281.5356    	0.29333       
548.0000      	18248.1752    	0.27637       
549.0000      	18214.9362    	0.26295       
550.0000      	18181.8182    	0.25060       
551.0000      	18148.8203    	0.24298       
552.0000      	18115.9420    	0.22710       
553.0000      	18083.1826    	0.21279       
554.0000      	18050.5415    	0.19717       
555.0000      	18018.0180    	0.18222       
556.0000      	17985.6115    	0.16958       
557.0000      	17953.3214    	0.15720       
558.0000      	17921.1470    	0.15150       
559.0000      	17889.0877    	0.13905       
560.0000      	17857.1429    	0.12721       
561.0000      	17825.3119    	0.11847       
562.0000      	17793.5943    	0.10967       
563.0000      	17761.9893    	0.10094       
564.0000      	17730.4965    	0.09822       
565.0000      	17699.1150    	0.09193       
566.0000      	17667.8445    	0.08560       
567.0000      	17636.6843    	0.07976       
568.0000      	17605.6338    	0.07420       
569.0000      	17574.6924    	0.07029       
570.0000      	17543.8596    	0.06822       
571.0000      	17513.1349    	0.06422       
572.0000      	17482.5175    	0.05957       
573.0000      	17452.0070    	0.05533       
574.0000      	17421.6028    	0.05121       
575.0000      	17391.3043    	0.04989       
576.0000      	17361.1111    	0.04603       
577.0000      	17331.0225    	0.04327       
578.0000      	17301.0381    	0.04022       
579.0000      	17271.1572    	0.03602       
580.0000      	17241.3793    	0.03325       
581.0000      	17211.7040    	0.03235       
582.0000      	17182.1306    	0.02971       
583.0000      	17152.6587    	0.02812       
584.0000      	17123.2877    	0.02600       
585.0000      	17094.0171    	0.02316       
586.0000      	17064.8464    	0.02278       
587.0000      	17035.7751    	0.02150       
588.0000      	17006.8027    	0.01870       
589.0000      	16977.9287    	0.01825       
590.0000      	16949.1525    	0.01656       
591.0000      	16920.4738    	0.01429       
592.0000      	16891.8919    	0.01461       
593.0000      	16863.4064    	0.01439       
594.0000      	16835.0168    	0.01206       
595.0000      	16806.7227    	0.01178       
596.0000      	16778.5235    	0.01110       
597.0000      	16750.4188    	0.00959       
598.0000      	16722.4080    	0.00957       
599.0000      	16694.4908    	0.00934       
600.0000      	16666.6667    	0.00911       
601.0000      	16638.9351    	0.00822       
602.0000      	16611.2957    	0.00682       
603.0000      	16583.7479    	0.00591       
604.0000      	16556.2914    	0.00573       
605.0000      	16528.9256    	0.00585       
606.0000      	16501.6502    	0.00542       
607.0000      	16474.4646    	0.00435       
608.0000      	16447.3684    	0.00490       
609.0000      	16420.3612    	0.00366       
610.0000      	16393.4426    	0.00396       
611.0000      	16366.6121    	0.00471       
612.0000      	16339.8693    	0.00266       
613.0000      	16313.2137    	0.00379       
614.0000      	16286.6450    	0.00297       
615.0000      	16260.1626    	0.00276       
616.0000      	16233.7662    	0.00373       
617.0000      	16207.4554    	0.00283       
618.0000      	16181.2298    	0.00244       
619.0000      	16155.0889    	0.00275       
620.0000      	16129.0323    	0.00312       
621.0000      	16103.0596    	0.00270       
622.0000      	16077.1704    	0.00287       
623.0000      	16051.3644    	0.00254       
624.0000      	16025.6410    	0.00163       
625.0000      	16000.0000    	0.00124       
626.0000      	15974.4409    	0.00174       
627.0000      	15948.9633    	0.00162       
628.0000      	15923.5669    	0.00167       
629.0000      	15898.2512    	0.00279       
630.0000      	15873.0159    	0.00035       
631.0000      	15847.8605    	0.00110       
632.0000      	15822.7848    	0.00265       
633.0000      	15797.7883    	0.00207       
634.0000      	15772.8707    	0.00166       
635.0000      	15748.0315    	0.00218       
636.0000      	15723.2704    	0.00218       
637.0000      	15698.5871    	0.00117       
638.0000      	15673.9812    	0.00064       
639.0000      	15649.4523    	0.00312       
640.0000      	15625.0000    	0.00232       
641.0000      	15600.6240    	0.00161       
642.0000      	15576.3240    	0.00126       
643.0000      	15552.0995    	-0.00012      
644.0000      	15527.9503    	0.00128       
645.0000      	15503.8760    	0.00157       
646.0000      	15479.8762    	0.00160       
647.0000      	15455.9505    	0.00142       
648.0000      	15432.0988    	-0.00050      
649.0000      	15408.3205    	0.00095       
650.0000      	15384.6154    	0.00120       
651.0000      	15360.9831    	0.00186       
652.0000      	15337.4233    	0.00172       
653.0000      	15313.9357    	0.00020       
654.0000      	15290.5199    	0.00112       
655.0000      	15267.1756    	0.00104       
656.0000      	15243.9024    	0.00126       
657.0000      	15220.7002    	0.00261       
658.0000      	15197.5684    	0.00223       
659.0000      	15174.5068    	0.00105       
660.0000      	15151.5152    	0.00048       
661.0000      	15128.5930    	0.00130       
662.0000      	15105.7402    	0.00118       
663.0000      	15082.9563    	0.00050       
664.0000      	15060.2410    	0.00017       
665.0000      	15037.5940    	0.00019       
666.0000      	15015.0150    	0.00143       
667.0000      	14992.5037    	0.00131       
668.0000      	14970.0599    	0.00190       
669.0000      	14947.6831    	0.00132       
670.0000      	14925.3731    	0.00271       
671.0000      	14903.1297    	0.00098       
672.0000      	14880.9524    	0.00050       
673.0000      	14858.8410    	0.00091       
674.0000      	14836.7953    	0.00026       
675.0000      	14814.8148    	0.00091       
676.0000      	14792.8994    	0.00014       
677.0000      	14771.0487    	-0.00054      
678.0000      	14749.2625    	0.00080       
679.0000      	14727.5405    	0.00202       
680.0000      	14705.8824    	0.00070       
681.0000      	14684.2878    	0.00136       
682.0000      	14662.7566    	0.00130       
683.0000      	14641.2884    	-0.00115      
684.0000      	14619.8830    	-0.00049      
685.0000      	14598.5401    	0.00159       
686.0000      	14577.2595    	0.00131       
687.0000      	14556.0408    	0.00074       
688.0000      	14534.8837    	0.00253       
689.0000      	14513.7881    	0.00165       
690.0000      	14492.7536    	0.00062       
691.0000      	14471.7800    	0.00267       
692.0000      	14450.8671    	0.00158       
693.0000      	14430.0144    	0.00221       
694.0000      	14409.2219    	0.00219       
695.0000      	14388.4892    	-0.00050      
696.0000      	14367.8161    	-0.00056      
697.0000      	14347.2023    	-0.00052      
698.0000      	14326.6476    	0.00004       
699.0000      	14306.1516    	0.00164       
700.0000      	14285.7143    	-0.00031      
701.0000      	14265.3352    	-0.00091      
702.0000      	14245.0142    	0.00015       
703.0000      	14224.7511    	0.00008       
704.0000      	14204.5455    	0.00102       
705.0000      	14184.3972    	0.00079       
706.0000      	14164.3059    	0.00110       
707.0000      	14144.2716    	-0.00006      
708.0000      	14124.2938    	-0.00076      
709.0000      	14104.3724    	0.00153       
710.0000      	14084.5070    	0.00184       
711.0000      	14064.6976    	0.00153       
712.0000      	14044.9438    	-0.00144      
713.0000      	14025.2454    	0.00066       
714.0000      	14005.6022    	0.00164       
715.0000      	13986.0140    	0.00005       
716.0000      	13966.4804    	0.00113       
717.0000      	13947.0014    	0.00197       
718.0000      	13927.5766    	0.00037       
719.0000      	13908.2058    	-0.00064      
720.0000      	13888.8889    	0.00129       
721.0000      	13869.6255    	0.00210       
722.0000      	13850.4155    	0.00107       
723.0000      	13831.2586    	0.00153       
724.0000      	13812.1547    	-0.00051      
725.0000      	13793.1034    	-0.00040      
726.0000      	13774.1047    	0.00148       
727.0000      	13755.1582    	0.00220       
728.0000      	13736.2637    	0.00167       
729.0000      	13717.4211    	0.00407       
730.0000      	13698.6301    	0.00099       
731.0000      	13679.8906    	0.00002       
732.0000      	13661.2022    	0.00177       
733.0000      	13642.5648    	0.00251       
734.0000      	13623.9782    	0.00161       
735.0000      	13605.4422    	-0.00001      
736.0000      	13586.9565    	-0.00022      
737.0000      	13568.5210    	0.00028       
738.0000      	13550.1355    	0.00116       
739.0000      	13531.7997    	0.00002       
740.0000      	13513.5135    	0.00011       
741.0000      	13495.2767    	-0.00043      
742.0000      	13477.0889    	-0.00216      
743.0000      	13458.9502    	-0.00062      
744.0000      	13440.8602    	0.00459       
745.0000      	13422.8188    	0.00332       
746.0000      	13404.8257    	0.00070       
747.0000      	13386.8809    	-0.00022      
748.0000      	13368.9840    	0.00026       
749.0000      	13351.1348    	-0.00203      
750.0000      	13333.3333    	0.00136       
751.0000      	13315.5792    	0.00095       
752.0000      	13297.8723    	0.00207       
753.0000      	13280.2125    	0.00124       
754.0000      	13262.5995    	0.00046       
755.0000      	13245.0331    	-0.00212      
756.0000      	13227.5132    	-0.00077      
757.0000      	13210.0396    	0.00355       
758.0000      	13192.6121    	0.00235       
759.0000      	13175.2306    	0.00440       
760.0000      	13157.8947    	0.00290       
761.0000      	13140.6045    	0.00024       
762.0000      	13123.3596    	0.00171       
763.0000      	13106.1599    	0.00241       
764.0000      	13089.0052    	-0.00082      
765.0000      	13071.8954    	0.00155       
766.0000      	13054.8303    	-0.00109      
767.0000      	13037.8096    	-0.00063      
768.0000      	13020.8333    	-0.00046      
769.0000      	13003.9012    	0.00048       
770.0000      	12987.0130    	0.00192       
771.0000      	12970.1686    	0.00146       
772.0000      	12953.3679    	0.00095       
773.0000      	12936.6106    	-0.00044      
774.0000      	12919.8966    	0.00187       
775.0000      	12903.2258    	0.00219       
776.0000      	12886.5979    	0.00338       
777.0000      	12870.0129    	0.00168       
778.0000      	12853.4704    	-0.00196      
779.0000      	12836.9705    	0.00020       
780.0000      	12820.5128    	0.00474       
781.0000      	12804.0973    	0.00112       
782.0000      	12787.7238    	0.00035       
783.0000      	12771.3921    	-0.00022      
784.0000      	12755.1020    	0.00161       
785.0000      	12738.8535    	0.00174       
786.0000      	12722.6463    	0.00183       
787.0000      	12706.4803    	0.00096       
788.0000      	12690.3553    	0.00171       
789.0000      	12674.2712    	0.00049       
790.0000      	12658.2278    	-0.00156      
791.0000      	12642.2250    	0.00508       
792.0000      	12626.2626    	0.00340       
793.0000      	12610.3405    	0.00111       
794.0000      	12594.4584    	0.00063       
795.0000      	12578.6164    	-0.00225      
796.0000      	12562.8141    	-0.00355      
797.0000      	12547.0514    	-0.00280      
798.0000      	12531.3283    	0.00134       
799.0000      	12515.6446    	0.00132       
800.0000      	12500.0000    	0.00013       
